Unit Code,Unit Name,Unit Type,State, Visitors ,YearRaw
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"296,434",1950
HOSP,Hot Springs National Park,National Park,AR,"294,955",1950
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"280,688",1950
MUWO,Muir Woods National Monument,National Monument,CA,"280,534",1950
MACA,Mammoth Cave National Park,National Park,KY,"254,187",1950
BRCA,Bryce Canyon National Park,National Park,UT,"212,976",1950
GRTE,Grand Teton National Park,National Park,WY,"189,286",1950
DEVA,Death Valley National Park,National Park,CA,"189,045",1950
LAVO,Lassen Volcanic National Park,National Park,CA,"183,815",1950
WHSA,White Sands National Monument,National Monument,NM,"180,607",1950
PETE,Petersburg National Battlefield,National Battlefield,VA,"175,339",1950
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"173,711",1950
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"168,410",1950
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"136,487",1950
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"135,669",1950
EVER,Everglades National Park,National Park,FL,"123,405",1950
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"113,647",1950
WRBR,Wright Brothers National Memorial,National Memorial,NC,"111,116",1950
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"107,759",1950
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"103,183",1950
COLM,Colorado National Monument,National Monument,CO,"100,104",1950
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"94,602",1950
MEVE,Mesa Verde National Park,National Park,CO,"88,184",1950
WICA,Wind Cave National Park,National Park,SD,"79,344",1950
JOTR,Joshua Tree National Park,National Park,CA,"79,129",1950
SARA,Saratoga National Historical Park,National Historical Park,NY,"78,012",1950
LABE,Lava Beds National Monument,National Monument,CA,"75,737",1950
ORCA,Oregon Caves National Monument and Preserve,National Monument,OR,"75,354",1950
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"73,771",1950
THRO,Theodore Roosevelt National Park,National Park,ND,"71,447",1950
BIBE,Big Bend National Park,National Park,TX,"70,325",1950
FEHA,Federal Hall National Memorial,National Memorial,NY,"69,573",1950
TICA,Timpanogos Cave National Monument,National Monument,UT,"65,355",1950
DETO,Devils Tower National Monument,National Monument,WY,"63,254",1950
FOFR,Fort Frederica National Monument,National Monument,GA,"61,899",1950
HOFU,Hopewell Furnace National Historic Site,National Historic Site,PA,"61,242",1950
SCBL,Scotts Bluff National Monument,National Monument,NE,"60,344",1950
FOPU,Fort Pulaski National Monument,National Monument,GA,"57,318",1950
VICK,Vicksburg National Military Park,National Military Park,LA,"56,619",1950
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"55,405",1950
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"55,400",1950
PIPE,Pipestone National Monument,National Monument,MN,"55,276",1950
GEWA,George Washington Birthplace National Monument,National Monument,VA,"53,207",1950
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"52,060",1950
CRMO,Craters of the Moon National Monument,National Monument,ID,"50,744",1950
BAND,Bandelier National Monument,National Monument,NM,"47,059",1950
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"47,040",1950
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"45,731",1950
KIMO,Kings Mountain National Military Park,National Military Park,SC,"45,479",1950
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"44,828",1950
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"44,484",1950
MOCA,Montezuma Castle National Monument,National Monument,AZ,"44,157",1950
RICH,Richmond National Battlefield Park,National Battlefield Park,VA,"41,196",1950
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"40,714",1950
ANTI,Antietam National Battlefield,National Battlefield,MD,"39,229",1950
CEBR,Cedar Breaks National Monument,National Monument,UT,"37,120",1950
SAGU,Saguaro National Park,National Park,AZ,"36,220",1950
CAGR,Casa Grande Ruins National Monument,National Monument,AZ,"36,114",1950
OCMU,Ocmulgee National Monument,National Monument,GA,"31,160",1950
TUMA,Tumacacori National Historical Park,National Historical Park,AZ,"30,540",1950
CAVO,Capulin Volcano National Monument,National Monument,NM,"29,100",1950
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"28,026",1950
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"27,051",1950
INDE,Independence National Historical Park,National Historical Park,PA,"26,611",1950
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"26,487",1950
ANJO,Andrew Johnson National Historic Site,National Historic Site,TN,"25,988",1950
PINN,Pinnacles National Park,National Park,CA,"24,814",1950
WACA,Walnut Canyon National Monument,National Monument,AZ,"24,483",1950
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"23,473",1950
FOLA,Fort Laramie National Historic Site,National Historic Site,WY,"22,434",1950
TUZI,Tuzigoot National Monument,National Monument,AZ,"20,974",1950
GRSA,Great Sand Dunes National Park,National Park,CO,"19,004",1950
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"19,004",1950
AZRU,Aztec Ruins National Monument,National Monument,NM,"18,118",1950
TONT,Tonto National Monument,National Monument,AZ,"18,039",1950
CHIR,Chiricahua National Monument,National Monument,AZ,"16,995",1950
ARCH,Arches National Park,National Park,UT,"16,257",1950
FOMA,Fort Matanzas National Monument,National Monument,FL,"14,841",1950
DINO,Dinosaur National Monument,National Monument,CO,"12,911",1950
MOCR,Moores Creek National Battlefield,National Battlefield,NC,"12,738",1950
FOSU,Fort Sumter National Monument,National Monument,SC,"10,773",1950
ADAM,Adams National Historical Park,National Historical Park,MA,"10,594",1950
WUPA,Wupatki National Monument,National Monument,AZ,"9,772",1950
WHMI,Whitman Mission National Historic Site,National Historic Site,WA,"8,913",1950
STRI,Stones River National Battlefield,National Battlefield,TN,"8,600",1950
GRBA,Great Basin National Park,National Park,NV,"8,350",1950
DRTO,Dry Tortugas National Park,National Park,FL,"7,025",1950
SITK,Sitka National Historical Park,National Historical Park,AK,"6,681",1950
DENA,Denali National Park,National Park,AK,"6,672",1950
DENA,Denali National Preserve,National Park,AK,"6,672",1950
JECA,Jewel Cave National Monument,National Monument,SD,"5,943",1950
DESO,De Soto National Memorial,National Memorial,FL,"5,620",1950
ELMO,El Morro National Monument,National Monument,NM,"4,090",1950
CACH,Canyon de Chelly National Monument,National Monument,AZ,"3,989",1950
HOME,Homestead National Monument of America,National Monument,NE,"3,408",1950
BIHO,Big Hole National Battlefield,National Battlefield,MT,"3,272",1950
ISRO,Isle Royale National Park,National Park,MI,"3,100",1950
CARE,Capitol Reef National Park,National Park,UT,"3,066",1950
SAPU,Salinas Pueblo Missions National Monument,National Monument,NM,"2,857",1950
PISP,Pipe Spring National Monument,National Monument,AZ,"2,257",1950
NABR,Natural Bridges National Monument,National Monument,UT,"2,223",1950
COWP,Cowpens National Battlefield,National Battlefield,SC,"2,058",1950
CHCU,Chaco Culture National Historical Park,National Historical Park,NM,"1,961",1950
NAVA,Navajo National Monument,National Monument,AZ,"1,023",1950
EFMO,Effigy Mounds National Monument,National Monument,IA,736,1950
HOVE,Hovenweep National Monument,National Monument,UT,314,1950
LINC,Lincoln Memorial,National Memorial,DC,"1,668,779",1949
GRSM,Great Smoky Mountains National Park,National Park,NC,"1,539,641",1949
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"1,423,552",1949
BLRI,Blue Ridge Parkway,Parkway,NC,"1,422,316",1949
SHEN,Shenandoah National Park,National Park,VA,"1,157,946",1949
ROMO,Rocky Mountain National Park,National Park,CO,"1,148,216",1949
YELL,Yellowstone National Park,National Park,WY,"1,131,159",1949
COLO,Colonial National Historical Park,National Historical Park,VA,"902,467",1949
WAMO,Washington Monument,National Memorial,DC,"867,327",1949
YOSE,Yosemite National Park,National Park,CA,"808,372",1949
GETT,Gettysburg National Military Park,National Military Park,PA,"669,147",1949
MORU,Mount Rushmore National Memorial,National Memorial,SD,"656,717",1949
GRCA,Grand Canyon National Park,National Park,AZ,"600,690",1949
MORA,Mount Rainier National Park,National Park,WA,"584,004",1949
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"564,076",1949
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"554,435",1949
CABR,Cabrillo National Monument,National Monument,CA,"512,521",1949
STLI,Statue Of Liberty National Monument,National Monument,NY,"503,185",1949
GLAC,Glacier National Park,National Park,MT,"482,208",1949
ACAD,Acadia National Park,National Park,ME,"438,584",1949
HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,NY,"433,385",1949
CAVE,Carlsbad Caverns National Park,National Park,NM,"431,187",1949
OLYM,Olympic National Park,National Park,WA,"414,787",1949
BADL,Badlands National Park,National Park,SD,"373,076",1949
SEQU,Sequoia National Park,National Park,CA,"367,627",1949
MORR,Morristown National Historical Park,National Historical Park,NJ,"355,154",1949
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"350,504",1949
PEFO,Petrified Forest National Park,National Park,AZ,"341,961",1949
CRLA,Crater Lake National Park,National Park,OR,"330,829",1949
SHIL,Shiloh National Battlefield,National Battlefield,MS,"328,946",1949
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"328,668",1949
CASA,Castillo de San Marcos National Monument,National Monument,FL,"317,924",1949
HOSP,Hot Springs National Park,National Park,AR,"314,949",1949
ZION,Zion National Park,National Park,UT,"307,881",1949
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"300,821",1949
KICA,Kings Canyon National Park,National Park,CA,"294,021",1949
MUWO,Muir Woods National Monument,National Monument,CA,"280,459",1949
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"263,024",1949
MACA,Mammoth Cave National Park,National Park,KY,"211,792",1949
DEVA,Death Valley National Park,National Park,CA,"208,557",1949
BRCA,Bryce Canyon National Park,National Park,UT,"192,552",1949
PETE,Petersburg National Battlefield,National Battlefield,VA,"191,972",1949
LAVO,Lassen Volcanic National Park,National Park,CA,"172,496",1949
GRTE,Grand Teton National Park,National Park,WY,"166,506",1949
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"163,000",1949
WHSA,White Sands National Monument,National Monument,NM,"153,563",1949
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"144,768",1949
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"129,311",1949
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"128,686",1949
WICA,Wind Cave National Park,National Park,SD,"118,268",1949
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"110,126",1949
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"104,521",1949
EVER,Everglades National Park,National Park,FL,"94,927",1949
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"89,793",1949
WRBR,Wright Brothers National Memorial,National Memorial,NC,"86,327",1949
THRO,Theodore Roosevelt National Park,National Park,ND,"82,810",1949
ORCA,Oregon Caves National Monument and Preserve,National Monument,OR,"82,337",1949
MEVE,Mesa Verde National Park,National Park,CO,"78,024",1949
HOFU,Hopewell Furnace National Historic Site,National Historic Site,PA,"76,903",1949
SARA,Saratoga National Historical Park,National Historical Park,NY,"74,385",1949
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"73,680",1949
COLM,Colorado National Monument,National Monument,CO,"72,021",1949
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"70,629",1949
JOTR,Joshua Tree National Park,National Park,CA,"66,991",1949
FEHA,Federal Hall National Memorial,National Memorial,NY,"64,867",1949
BIBE,Big Bend National Park,National Park,TX,"62,150",1949
TICA,Timpanogos Cave National Monument,National Monument,UT,"61,411",1949
FOFR,Fort Frederica National Monument,National Monument,GA,"59,570",1949
DETO,Devils Tower National Monument,National Monument,WY,"57,168",1949
SCBL,Scotts Bluff National Monument,National Monument,NE,"57,069",1949
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"53,619",1949
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"48,885",1949
GEWA,George Washington Birthplace National Monument,National Monument,VA,"48,809",1949
FOPU,Fort Pulaski National Monument,National Monument,GA,"48,401",1949
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"41,604",1949
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"40,602",1949
LABE,Lava Beds National Monument,National Monument,CA,"39,480",1949
RICH,Richmond National Battlefield Park,National Battlefield Park,VA,"37,964",1949
PIPE,Pipestone National Monument,National Monument,MN,"36,908",1949
VICK,Vicksburg National Military Park,National Military Park,LA,"36,789",1949
CRMO,Craters of the Moon National Monument,National Monument,ID,"36,513",1949
BAND,Bandelier National Monument,National Monument,NM,"36,334",1949
KIMO,Kings Mountain National Military Park,National Military Park,SC,"36,261",1949
MOCA,Montezuma Castle National Monument,National Monument,AZ,"36,261",1949
ANTI,Antietam National Battlefield,National Battlefield,MD,"34,603",1949
CEBR,Cedar Breaks National Monument,National Monument,UT,"34,244",1949
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"34,150",1949
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"34,079",1949
CAGR,Casa Grande Ruins National Monument,National Monument,AZ,"32,129",1949
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"31,159",1949
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"30,527",1949
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"30,430",1949
